"","beta","HR (95% CI)","z","wald.test","P-value"
"LOC100132111|100132111","0.0217","1.022(0.8988-1.162)","0.3318","0.11","0.74"
"SLC4A11|83959","0.0152","1.0153(0.9281-1.1107)","0.3319","0.11","0.74"
"MEX3B|84206","0.0317","1.0322(0.856-1.2447)","0.3318","0.11","0.7401"
"DLK1|8788","-0.0116","0.9885(0.9231-1.0585)","-0.3312","0.11","0.7405"
"EPHA6|285220","0.0177","1.0179(0.9163-1.1306)","0.3304","0.11","0.7411"
"CEP72|55722","0.0363","1.037(0.836-1.2862)","0.3302","0.11","0.7412"
"CCL25|6370","-0.0231","0.9772(0.852-1.1207)","-0.3303","0.11","0.7412"
"TMEM105|284186","-0.0195","0.9807(0.8735-1.101)","-0.3302","0.11","0.7413"
"CHST15|51363","0.0307","1.0312(0.8593-1.2376)","0.3301","0.11","0.7413"
"OPRD1|4985","-0.03","0.9705(0.8115-1.1606)","-0.3284","0.11","0.7426"
"RASGEF1A|221002","0.0199","1.0201(0.9057-1.149)","0.3283","0.11","0.7427"
"GGN|199720","0.0298","1.0303(0.862-1.2314)","0.3279","0.11","0.743"
"TBX15|6913","-0.0139","0.9862(0.9073-1.0719)","-0.3272","0.11","0.7435"
"GALNT14|79623","0.0135","1.0136(0.9346-1.0993)","0.3271","0.11","0.7436"
"SCN8A|6334","-0.0156","0.9845(0.8966-1.0811)","-0.3264","0.11","0.7441"
"CHRNA9|55584","0.0103","1.0104(0.9496-1.075)","0.3259","0.11","0.7445"
"MFSD6L|162387","0.0142","1.0143(0.9309-1.1052)","0.3254","0.11","0.7449"
"MYCN|4613","-0.0131","0.987(0.912-1.0682)","-0.324","0.1","0.746"
"ARHGDIG|398","-0.0227","0.9775(0.852-1.1216)","-0.3238","0.1","0.7461"
"FGF8|2253","-0.0266","0.9738(0.829-1.1438)","-0.3238","0.1","0.7461"
"SNX31|169166","-0.0265","0.9739(0.8293-1.1436)","-0.3232","0.1","0.7465"
"CA5A|763","-0.0328","0.9677(0.7931-1.1808)","-0.3232","0.1","0.7466"
"GDPD4|220032","0.0321","1.0327(0.8496-1.2552)","0.3229","0.1","0.7468"
"?|553137","0.0216","1.0218(0.8964-1.1648)","0.3226","0.1","0.747"
"EDN2|1907","0.0136","1.0137(0.9329-1.1016)","0.322","0.1","0.7475"
"GABRR2|2570","-0.028","0.9724(0.8189-1.1547)","-0.3194","0.1","0.7494"
"CPN2|1370","0.0259","1.0263(0.8753-1.2033)","0.3195","0.1","0.7494"
"ANKRD13B|124930","-0.0245","0.9758(0.8395-1.1342)","-0.3189","0.1","0.7498"
"MIPOL1|145282","0.0305","1.031(0.8544-1.2442)","0.3185","0.1","0.7501"
"SLC3A1|6519","-0.0238","0.9765(0.8431-1.131)","-0.3178","0.1","0.7506"
"RETNLB|84666","-0.0288","0.9716(0.8132-1.1608)","-0.3176","0.1","0.7508"
"KDELR3|11015","-0.0297","0.9707(0.8076-1.1668)","-0.3166","0.1","0.7515"
"HOXB3|3213","0.0184","1.0186(0.9087-1.1418)","0.3163","0.1","0.7518"
"ALPPL2|251","-0.0107","0.9894(0.9259-1.0571)","-0.3161","0.1","0.7519"
"NDP|4693","0.0123","1.0124(0.9376-1.0932)","0.3154","0.1","0.7525"
"PLA2G4A|5321","0.0155","1.0156(0.9222-1.1185)","0.3149","0.1","0.7528"
"PCSK4|54760","-0.0213","0.9789(0.857-1.1182)","-0.3143","0.1","0.7533"
"SPRED3|399473","0.0266","1.0269(0.8696-1.2127)","0.3133","0.1","0.754"
"UGT1A6|54578","0.0068","1.0068(0.9648-1.0507)","0.3133","0.1","0.754"
"IL1RL2|8808","0.023","1.0233(0.886-1.1819)","0.3132","0.1","0.7541"
"MRPL24|79590","-0.0421","0.9588(0.7367-1.2478)","-0.3133","0.1","0.7541"
"MAST2|23139","0.0415","1.0424(0.8033-1.3527)","0.3124","0.1","0.7548"
"JPH3|57338","0.0128","1.0129(0.9344-1.0981)","0.3117","0.1","0.7553"
"LOC730668|730668","-0.0266","0.9738(0.8237-1.1511)","-0.3113","0.1","0.7556"
"ZBTB12|221527","0.0306","1.0311(0.8501-1.2506)","0.3111","0.1","0.7557"
"ZG16B|124220","0.0111","1.0112(0.9427-1.0846)","0.3108","0.1","0.7559"
"IL23A|51561","0.0174","1.0176(0.9114-1.1362)","0.31","0.1","0.7565"
"HIST1H4H|8365","0.0181","1.0183(0.908-1.142)","0.31","0.1","0.7565"
"TDRD5|163589","0.0097","1.0098(0.9495-1.0739)","0.31","0.1","0.7566"
"PDCL2|132954","0.0237","1.024(0.8813-1.1899)","0.3099","0.1","0.7566"
"DGKA|1606","0.0331","1.0337(0.838-1.275)","0.3092","0.1","0.7571"
"SYCE2|256126","0.0234","1.0237(0.8825-1.1874)","0.3092","0.1","0.7572"
"DOC2A|8448","-0.0124","0.9877(0.9131-1.0684)","-0.3085","0.1","0.7577"
"C17orf96|100170841","0.0279","1.0283(0.8611-1.2281)","0.3084","0.1","0.7578"
"CARD14|79092","0.0167","1.0168(0.9146-1.1304)","0.308","0.09","0.758"
"TERT|7015","0.0155","1.0157(0.9201-1.1211)","0.3081","0.09","0.758"
"LOC645431|645431","-0.0252","0.9751(0.8302-1.1452)","-0.3075","0.09","0.7584"
"MDK|4192","-0.0221","0.9782(0.8493-1.1265)","-0.3065","0.09","0.7592"
"KIAA1522|57648","0.0397","1.0405(0.8071-1.3413)","0.3062","0.09","0.7595"
"SLC38A11|151258","0.018","1.0182(0.907-1.143)","0.3058","0.09","0.7597"
"CACNA1I|8911","-0.013","0.987(0.9077-1.0733)","-0.3051","0.09","0.7603"
"CST4|1472","-0.0117","0.9884(0.9167-1.0656)","-0.3048","0.09","0.7605"
"SCGB2A1|4246","-0.0118","0.9883(0.916-1.0662)","-0.3048","0.09","0.7605"
"LSR|51599","-0.0382","0.9625(0.7526-1.2309)","-0.3046","0.09","0.7607"
"MAGED4B|81557","-0.0164","0.9838(0.885-1.0936)","-0.303","0.09","0.7619"
"GLYATL1|92292","0.0163","1.0164(0.9147-1.1294)","0.3027","0.09","0.7621"
"CNPY2|10330","-0.0454","0.9556(0.7124-1.282)","-0.3026","0.09","0.7622"
"FBXL6|26233","-0.0328","0.9677(0.7824-1.197)","-0.3023","0.09","0.7624"
"SPDYC|387778","-0.0181","0.9821(0.8732-1.1045)","-0.3015","0.09","0.763"
"CACNA1A|773","0.021","1.0212(0.8904-1.1712)","0.2997","0.09","0.7644"
"ABCB9|23457","-0.0308","0.9696(0.7924-1.1865)","-0.2994","0.09","0.7646"
"CTH|1491","0.0266","1.0269(0.8629-1.2221)","0.2995","0.09","0.7646"
"NPHS1|4868","-0.0173","0.9828(0.8775-1.1009)","-0.2993","0.09","0.7647"
"LOC440925|440925","-0.0183","0.9819(0.8711-1.1068)","-0.2992","0.09","0.7648"
"IL2RA|3559","0.0174","1.0176(0.9072-1.1414)","0.2976","0.09","0.766"
"ZNF679|168417","-0.0265","0.9739(0.8181-1.1594)","-0.2975","0.09","0.7661"
"PP14571|100130449","0.0142","1.0143(0.9235-1.1139)","0.296","0.09","0.7672"
"PGA3|643834","-0.0154","0.9847(0.8892-1.0904)","-0.296","0.09","0.7672"
"GALR2|8811","0.0166","1.0167(0.9109-1.1348)","0.2952","0.09","0.7679"
"C1orf53|388722","0.0223","1.0226(0.8813-1.1866)","0.2945","0.09","0.7684"
"MX2|4600","0.0224","1.0227(0.8806-1.1877)","0.294","0.09","0.7688"
"LQK1|642946","-0.016","0.9841(0.884-1.0955)","-0.2934","0.09","0.7692"
"GPR111|222611","0.0183","1.0185(0.9012-1.1511)","0.2934","0.09","0.7692"
"TFAP2B|7021","0.0159","1.016(0.9135-1.1301)","0.2932","0.09","0.7693"
"GPR56|9289","-0.0253","0.975(0.8226-1.1556)","-0.2921","0.09","0.7702"
"ABCG8|64241","-0.03","0.9704(0.7932-1.1874)","-0.2914","0.08","0.7707"
"RHBDL2|54933","-0.021","0.9792(0.8499-1.1282)","-0.2912","0.08","0.7709"
"POLR2H|5437","0.0415","1.0424(0.788-1.3789)","0.2906","0.08","0.7714"
"NCRNA00160|54064","-0.0211","0.9791(0.8489-1.1292)","-0.2901","0.08","0.7717"
"KLHDC8A|55220","0.0165","1.0166(0.9096-1.1363)","0.2901","0.08","0.7718"
"LEPREL2|10536","-0.0215","0.9787(0.8462-1.132)","-0.2899","0.08","0.7719"
"RAB3C|115827","-0.0217","0.9785(0.8449-1.1333)","-0.2899","0.08","0.7719"
"PDGFRL|5157","-0.0245","0.9758(0.8269-1.1516)","-0.2896","0.08","0.7721"
"HOXC11|3227","0.0087","1.0087(0.951-1.07)","0.2893","0.08","0.7723"
"HIST1H1C|3006","0.0178","1.018(0.9021-1.1488)","0.2891","0.08","0.7725"
"LOC100129935|100129935","0.0326","1.0332(0.8279-1.2894)","0.2888","0.08","0.7727"
"PDF|64146","0.0397","1.0405(0.794-1.3635)","0.2879","0.08","0.7735"
"C19orf77|284422","-0.0115","0.9885(0.9138-1.0694)","-0.2877","0.08","0.7736"
"ALDH3B2|222","-0.0143","0.9859(0.8945-1.0866)","-0.2871","0.08","0.774"
"DMBX1|127343","0.0108","1.0109(0.9386-1.0887)","0.2864","0.08","0.7745"
"TSPY2|64591","0.0189","1.019(0.8955-1.1597)","0.286","0.08","0.7748"
"KIF22|3835","-0.0391","0.9616(0.7351-1.2578)","-0.2857","0.08","0.7751"
"GEMIN8P4|492303","0.0291","1.0295(0.8433-1.2569)","0.2856","0.08","0.7752"
"VIL1|7429","-0.0073","0.9928(0.9445-1.0435)","-0.2852","0.08","0.7755"
"DLGAP3|58512","0.0154","1.0156(0.9133-1.1293)","0.285","0.08","0.7757"
"CAPZA3|93661","-0.0274","0.973(0.8057-1.1749)","-0.2849","0.08","0.7758"
"NPTX2|4885","0.0112","1.0113(0.9354-1.0934)","0.2826","0.08","0.7775"
"GFPT1|2673","-0.042","0.9588(0.7161-1.2838)","-0.2824","0.08","0.7777"
"NKX2-4|644524","-0.0205","0.9797(0.8494-1.1299)","-0.2823","0.08","0.7777"
"PC|5091","-0.0298","0.9706(0.7887-1.1945)","-0.2813","0.08","0.7784"
"DDIT4L|115265","-0.0133","0.9868(0.8992-1.0829)","-0.2813","0.08","0.7785"
"SCT|6343","0.0167","1.0169(0.9048-1.1429)","0.2808","0.08","0.7788"
"ENTHD1|150350","0.018","1.0181(0.8978-1.1546)","0.2802","0.08","0.7793"
"NHS|4810","0.0168","1.017(0.9039-1.1441)","0.2799","0.08","0.7795"
"CHST4|10164","0.013","1.0131(0.925-1.1095)","0.2799","0.08","0.7795"
"LGALS9B|284194","0.0129","1.0129(0.9256-1.1085)","0.2794","0.08","0.7799"
"NKX1-2|390010","-0.0215","0.9787(0.8415-1.1383)","-0.2793","0.08","0.78"
"TMEM88B|643965","-0.0208","0.9794(0.8456-1.1344)","-0.2779","0.08","0.7811"
"ADAD2|161931","0.0202","1.0204(0.8848-1.1768)","0.2777","0.08","0.7812"
"PAEP|5047","0.006","1.006(0.9645-1.0492)","0.2773","0.08","0.7816"
"FRG2B|441581","-0.0223","0.9779(0.8351-1.1452)","-0.2771","0.08","0.7817"
"AKR1E2|83592","-0.014","0.9861(0.8927-1.0891)","-0.2768","0.08","0.7819"
"TSPAN6|7105","-0.0338","0.9668(0.7604-1.2292)","-0.2755","0.08","0.7829"
"ZNF716|441234","-0.0167","0.9834(0.8726-1.1083)","-0.2744","0.08","0.7838"
"SLC29A2|3177","-0.0278","0.9726(0.7971-1.1866)","-0.2742","0.08","0.7839"
"FTCD|10841","-0.0132","0.9869(0.8977-1.0849)","-0.2733","0.07","0.7847"
"EXOSC5|56915","0.0337","1.0343(0.8119-1.3175)","0.2728","0.07","0.785"
"KIF1A|547","-0.0061","0.9939(0.9511-1.0386)","-0.2728","0.07","0.785"
"GAGE2D|729408","-0.0106","0.9894(0.9166-1.0681)","-0.2728","0.07","0.785"
"TSPY1|7258","0.0265","1.0269(0.8486-1.2426)","0.2725","0.07","0.7852"
"PGLYRP3|114771","0.0144","1.0145(0.9145-1.1254)","0.272","0.07","0.7856"
"PUSL1|126789","-0.0339","0.9667(0.7567-1.2348)","-0.2715","0.07","0.786"
"CYP27B1|1594","-0.0202","0.98(0.8461-1.1351)","-0.2696","0.07","0.7875"
"SCRT2|85508","-0.0527","0.9487(0.6468-1.3915)","-0.2696","0.07","0.7875"
"SOX12|6666","0.0286","1.0291(0.8354-1.2677)","0.2693","0.07","0.7877"
"LOC339674|339674","-0.0184","0.9818(0.8586-1.1226)","-0.2693","0.07","0.7877"
"DQX1|165545","0.0115","1.0116(0.93-1.1003)","0.2682","0.07","0.7885"
"TUBB2B|347733","-0.009","0.9911(0.9279-1.0585)","-0.2675","0.07","0.7891"
"IGSF9|57549","0.0189","1.0191(0.887-1.1709)","0.2671","0.07","0.7894"
"VSTM2L|128434","-0.0115","0.9885(0.9082-1.076)","-0.267","0.07","0.7895"
"C8A|731","-0.0134","0.9867(0.894-1.089)","-0.2662","0.07","0.7901"
"MAGEA6|4105","0.0057","1.0057(0.9643-1.0489)","0.2649","0.07","0.7911"
"DMRT1|1761","0.017","1.0171(0.8969-1.1534)","0.2647","0.07","0.7912"
"SYCE1|93426","-0.0119","0.9881(0.9041-1.08)","-0.2631","0.07","0.7925"
"PPP2R3B|28227","0.0275","1.0279(0.837-1.2622)","0.2622","0.07","0.7932"
"SULT4A1|25830","-0.0099","0.9902(0.9197-1.0661)","-0.2619","0.07","0.7934"
"HTR1E|3354","-0.025","0.9753(0.8081-1.1772)","-0.2601","0.07","0.7948"
"TP63|8626","0.0113","1.0113(0.9289-1.1011)","0.2599","0.07","0.795"
"CNIH2|254263","0.0145","1.0146(0.9091-1.1324)","0.259","0.07","0.7957"
"APLP1|333","-0.0114","0.9887(0.9071-1.0777)","-0.2585","0.07","0.796"
"SPRR2G|6706","-0.0342","0.9664(0.7454-1.2528)","-0.2583","0.07","0.7961"
"C10orf82|143379","-0.0136","0.9865(0.8895-1.094)","-0.2583","0.07","0.7962"
"EPS8L1|54869","-0.021","0.9792(0.8348-1.1486)","-0.2577","0.07","0.7966"
"FAM132A|388581","0.0135","1.0136(0.9147-1.1232)","0.2574","0.07","0.7969"
"FRG2C|100288801","-0.0144","0.9857(0.883-1.1003)","-0.2567","0.07","0.7974"
"DMRTC2|63946","0.0125","1.0126(0.9199-1.1147)","0.2558","0.07","0.7981"
"?|645851","0.0194","1.0196(0.8786-1.1832)","0.2555","0.07","0.7983"
"MGST1|4257","0.0191","1.0193(0.8798-1.1809)","0.2547","0.06","0.7989"
"KCNMB3|27094","0.0265","1.0269(0.8372-1.2596)","0.2546","0.06","0.799"
"CHTF18|63922","0.0198","1.02(0.8755-1.1884)","0.254","0.06","0.7995"
"PLAC1|10761","0.0122","1.0122(0.9213-1.1122)","0.253","0.06","0.8003"
"KDM4DL|390245","0.0332","1.0337(0.7992-1.337)","0.2525","0.06","0.8006"
"KLHDC7B|113730","-0.0145","0.9856(0.8801-1.1037)","-0.2515","0.06","0.8014"
"SLC30A3|7781","-0.0119","0.9882(0.9004-1.0845)","-0.2511","0.06","0.8018"
"GAGE8|100101629","-0.0178","0.9823(0.8547-1.129)","-0.2509","0.06","0.8019"
"PRSS22|64063","0.0179","1.0181(0.8847-1.1715)","0.2501","0.06","0.8025"
"FAM3C|10447","-0.022","0.9782(0.823-1.1628)","-0.2495","0.06","0.8029"
"ASZ1|136991","-0.0164","0.9837(0.8649-1.1189)","-0.2495","0.06","0.803"
"GOLGA8C|729786","-0.0177","0.9824(0.8542-1.1298)","-0.2486","0.06","0.8037"
"ZNF239|8187","0.0238","1.024(0.8486-1.2357)","0.2479","0.06","0.8042"
"TRIM45|80263","-0.0221","0.9782(0.8215-1.1647)","-0.2476","0.06","0.8044"
"NPPB|4879","-0.0275","0.9729(0.7826-1.2094)","-0.2476","0.06","0.8044"
"PVRL1|5818","0.0222","1.0224(0.8577-1.2187)","0.2475","0.06","0.8046"
"OLFM4|10562","-0.0095","0.9906(0.9189-1.0678)","-0.2471","0.06","0.8048"
"C3orf14|57415","-0.0193","0.9808(0.8408-1.1442)","-0.246","0.06","0.8057"
"NLE1|54475","0.0385","1.0393(0.7644-1.4129)","0.2458","0.06","0.8059"
"SLC8A2|6543","0.0116","1.0117(0.9222-1.1098)","0.2453","0.06","0.8062"
"ENC1|8507","-0.0225","0.9777(0.8166-1.1707)","-0.245","0.06","0.8065"
"ZYG11A|440590","-0.0096","0.9905(0.9172-1.0696)","-0.2442","0.06","0.8071"
"HES7|84667","0.0179","1.0181(0.8815-1.1758)","0.2439","0.06","0.8073"
"NNAT|4826","-0.0181","0.982(0.8489-1.136)","-0.2439","0.06","0.8073"
"ADAMTS16|170690","0.0117","1.0118(0.9207-1.1119)","0.2435","0.06","0.8076"
"DCAF8L2|347442","0.0188","1.019(0.8756-1.186)","0.2433","0.06","0.8078"
"LRRC7|57554","0.0155","1.0157(0.8958-1.1515)","0.2427","0.06","0.8082"
"MCHR2|84539","-0.0283","0.9721(0.7734-1.2218)","-0.2426","0.06","0.8083"
"SLC22A20|440044","-0.0189","0.9813(0.8413-1.1446)","-0.2408","0.06","0.8097"
"MLLT11|10962","0.013","1.013(0.9107-1.1269)","0.2386","0.06","0.8114"
"P2RY6|5031","-0.0132","0.9869(0.8853-1.1001)","-0.2386","0.06","0.8115"
"FAM184B|27146","-0.0139","0.9862(0.8794-1.106)","-0.2375","0.06","0.8123"
"GRB14|2888","-0.0115","0.9886(0.8983-1.0879)","-0.2357","0.06","0.8137"
"NPY|4852","0.0116","1.0116(0.9189-1.1138)","0.2356","0.06","0.8137"
"SILV|6490","0.0184","1.0186(0.8728-1.1888)","0.2339","0.05","0.815"
"GPR128|84873","0.0154","1.0155(0.8922-1.1558)","0.2333","0.05","0.8155"
"SLC26A6|65010","-0.0228","0.9774(0.8065-1.1845)","-0.2329","0.05","0.8158"
"C11orf85|283129","0.0115","1.0116(0.9178-1.115)","0.2325","0.05","0.8162"
"LOC642587|642587","0.0085","1.0085(0.9386-1.0837)","0.2317","0.05","0.8168"
"SCXB|642658","0.0158","1.0159(0.8885-1.1617)","0.2313","0.05","0.8171"
"CYP4F2|8529","-0.0244","0.9758(0.7921-1.2023)","-0.2296","0.05","0.8184"
"LOC100125556|100125556","-0.0259","0.9744(0.7802-1.217)","-0.2287","0.05","0.8191"
"KLC3|147700","-0.0117","0.9884(0.8936-1.0931)","-0.2278","0.05","0.8198"
"HIST1H2BJ|8970","0.0126","1.0127(0.9083-1.129)","0.2266","0.05","0.8207"
"THEM5|284486","0.0162","1.0164(0.8832-1.1697)","0.2265","0.05","0.8208"
"ARX|170302","-0.0083","0.9917(0.9222-1.0664)","-0.2252","0.05","0.8218"
"SCG3|29106","-0.0092","0.9908(0.9143-1.0738)","-0.2243","0.05","0.8225"
"CPN1|1369","0.0171","1.0173(0.876-1.1813)","0.2243","0.05","0.8225"
"PSMG3|84262","0.0247","1.025(0.8258-1.2723)","0.2242","0.05","0.8226"
"B4GALT3|8703","0.0399","1.0407(0.7343-1.475)","0.2242","0.05","0.8226"
"SLC25A13|10165","0.0312","1.0317(0.7851-1.3558)","0.2239","0.05","0.8228"
"FBLL1|345630","0.0121","1.0122(0.9101-1.1257)","0.2231","0.05","0.8235"
"KC6|641516","-0.013","0.9871(0.8803-1.1069)","-0.2223","0.05","0.8241"
"SGK494|124923","0.0173","1.0174(0.8731-1.1855)","0.2211","0.05","0.825"
"PROKR1|10887","0.0205","1.0207(0.8505-1.2249)","0.2197","0.05","0.8261"
"MYO3A|53904","0.0093","1.0094(0.9285-1.0972)","0.2192","0.05","0.8265"
"HIST1H1B|3009","0.0161","1.0162(0.8796-1.174)","0.2184","0.05","0.8271"
"ZNF485|220992","-0.0316","0.9689(0.729-1.2878)","-0.2177","0.05","0.8276"
"MIA|8190","-0.0102","0.9899(0.9032-1.0849)","-0.2174","0.05","0.8279"
"TAAR1|134864","-0.0411","0.9597(0.6625-1.3904)","-0.2173","0.05","0.8279"
"PTCHD2|57540","-0.0105","0.9895(0.8999-1.0881)","-0.2173","0.05","0.828"
"AP3B2|8120","-0.0087","0.9914(0.9169-1.0719)","-0.2171","0.05","0.8281"
"ARL9|132946","0.0124","1.0125(0.9046-1.1332)","0.2156","0.05","0.8293"
"UGT8|7368","-0.0087","0.9913(0.9152-1.0738)","-0.2143","0.05","0.8303"
"C19orf26|255057","-0.014","0.9861(0.867-1.1215)","-0.2133","0.05","0.8311"
"TXNDC17|84817","0.0206","1.0208(0.8445-1.234)","0.2131","0.05","0.8313"
"DEFB4A|1673","-0.0107","0.9894(0.8968-1.0915)","-0.2129","0.05","0.8314"
"VCY|9084","0.017","1.0171(0.8697-1.1895)","0.2128","0.05","0.8315"
"EPHB1|2047","-0.011","0.9891(0.8935-1.0948)","-0.2122","0.05","0.832"
"PDCD1|5133","-0.0132","0.9869(0.8731-1.1155)","-0.2114","0.04","0.8326"
"CHMP4C|92421","-0.0235","0.9768(0.7858-1.2142)","-0.2113","0.04","0.8327"
"TNFRSF18|8784","-0.0112","0.9888(0.8907-1.0978)","-0.2103","0.04","0.8334"
"ADAMTS18|170692","0.0117","1.0118(0.907-1.1287)","0.2101","0.04","0.8336"
"CTXN3|613212","0.0192","1.0194(0.8519-1.2199)","0.2101","0.04","0.8336"
"MGC72080|389538","-0.0197","0.9805(0.8151-1.1794)","-0.2093","0.04","0.8342"
"DBC1|1620","0.0064","1.0064(0.9477-1.0688)","0.2091","0.04","0.8344"
"C12orf56|115749","-0.0072","0.9929(0.9283-1.062)","-0.2085","0.04","0.8348"
"BARHL2|343472","0.0233","1.0236(0.8221-1.2745)","0.2082","0.04","0.8351"
"LAGE3|8270","-0.0239","0.9764(0.7799-1.2225)","-0.2081","0.04","0.8352"
"DCST1|149095","0.0162","1.0163(0.8718-1.1848)","0.2071","0.04","0.8359"
"HIST2H2BE|8349","-0.0159","0.9843(0.8471-1.1436)","-0.2071","0.04","0.8359"
"ARTN|9048","-0.0109","0.9891(0.892-1.0969)","-0.2069","0.04","0.8361"
"SYNPR|132204","0.0226","1.0228(0.8259-1.2666)","0.2069","0.04","0.8361"
"KLK4|9622","-0.0112","0.9888(0.8891-1.0998)","-0.2069","0.04","0.8361"
"PRSS27|83886","-0.0146","0.9855(0.8581-1.1319)","-0.2063","0.04","0.8366"
"SHISA3|152573","0.0064","1.0064(0.947-1.0696)","0.2063","0.04","0.8366"
"HIST1H1D|3007","0.0138","1.0139(0.8893-1.1559)","0.206","0.04","0.8368"
"ABCB6|10058","0.0164","1.0166(0.8693-1.1887)","0.2056","0.04","0.8371"
"TFAP2C|7022","-0.0159","0.9842(0.845-1.1463)","-0.205","0.04","0.8376"
"CCDC64|92558","-0.0153","0.9848(0.8509-1.1399)","-0.2048","0.04","0.8378"
"OC90|729330","0.019","1.0192(0.8484-1.2245)","0.2033","0.04","0.8389"
"FZD9|8326","-0.0084","0.9916(0.9143-1.0755)","-0.2031","0.04","0.8391"
"MB|4151","-0.009","0.9911(0.9086-1.081)","-0.2024","0.04","0.8396"
"PYCRL|65263","-0.0226","0.9776(0.7851-1.2173)","-0.2022","0.04","0.8398"
"MSMP|692094","-0.0228","0.9774(0.7832-1.2198)","-0.2021","0.04","0.8398"
"CELSR3|1951","0.0121","1.0122(0.9001-1.1381)","0.2018","0.04","0.84"
"OR56A3|390083","-0.0153","0.9848(0.8488-1.1426)","-0.2018","0.04","0.84"
"LDHC|3948","0.0086","1.0086(0.9279-1.0963)","0.2018","0.04","0.8401"
"CASP6|839","0.0282","1.0286(0.7817-1.3535)","0.2013","0.04","0.8405"
"FOXE3|2301","-0.0152","0.9849(0.8483-1.1435)","-0.1996","0.04","0.8418"
"C17orf73|55018","-0.0178","0.9824(0.8249-1.1699)","-0.1994","0.04","0.842"
"SPRR2F|6705","0.01","1.0101(0.9149-1.1151)","0.1981","0.04","0.8429"
"ACTL8|81569","0.0084","1.0084(0.9283-1.0954)","0.1981","0.04","0.843"
"HSD17B1|3292","-0.0143","0.9858(0.855-1.1366)","-0.197","0.04","0.8438"
"TMPRSS9|360200","0.0148","1.0149(0.876-1.1759)","0.1971","0.04","0.8438"
"SSX5|6758","0.0133","1.0134(0.8879-1.1565)","0.1969","0.04","0.8439"
"PNMA6A|84968","0.0091","1.0091(0.9217-1.1049)","0.1968","0.04","0.844"
"UGT1A1|54658","0.0084","1.0084(0.9275-1.0964)","0.1968","0.04","0.844"
"CHEK2|11200","-0.0174","0.9828(0.8264-1.1687)","-0.1967","0.04","0.8441"
"OXCT2|64064","0.0131","1.0132(0.8888-1.155)","0.1967","0.04","0.8441"
"POLG2|11232","-0.0333","0.9672(0.6929-1.3501)","-0.1959","0.04","0.8447"
"C8orf39|55472","0.0201","1.0203(0.8345-1.2475)","0.1957","0.04","0.8449"
"HIST1H3D|8351","0.0096","1.0096(0.9172-1.1114)","0.1953","0.04","0.8451"
"RAMP1|10267","-0.0112","0.9889(0.8836-1.1067)","-0.1952","0.04","0.8453"
"SLC18A3|6572","0.011","1.011(0.9049-1.1296)","0.1937","0.04","0.8464"
"NR5A1|2516","0.0132","1.0133(0.8863-1.1584)","0.193","0.04","0.847"
"NCRNA00169|400508","-0.0214","0.9788(0.7877-1.2164)","-0.1928","0.04","0.8471"
"NXPH4|11247","-0.0085","0.9915(0.9093-1.0812)","-0.1925","0.04","0.8473"
"SYT6|148281","-0.014","0.9861(0.8547-1.1376)","-0.1925","0.04","0.8473"
"NEFH|4744","0.0067","1.0067(0.9402-1.078)","0.1925","0.04","0.8473"
"LOC730101|730101","-0.0154","0.9847(0.842-1.1517)","-0.1925","0.04","0.8474"
"DPYSL5|56896","0.0083","1.0083(0.9265-1.0974)","0.1923","0.04","0.8475"
"C2CD4D|100191040","-0.0126","0.9875(0.8683-1.1231)","-0.1915","0.04","0.8482"
"IL17C|27189","0.0097","1.0097(0.9145-1.1148)","0.1915","0.04","0.8482"
"UGT3A2|167127","-0.0103","0.9897(0.8902-1.1003)","-0.1911","0.04","0.8484"
"UNC93A|54346","0.0098","1.0099(0.9126-1.1175)","0.1904","0.04","0.849"
"DDX4|54514","-0.0216","0.9786(0.7832-1.2227)","-0.1903","0.04","0.8491"
"PRDX4|10549","-0.0199","0.9803(0.7976-1.2047)","-0.1895","0.04","0.8497"
"DAZ2|57055","-0.0331","0.9674(0.6865-1.3633)","-0.1893","0.04","0.8498"
"ADAMTS19|171019","-0.0121","0.9879(0.8712-1.1203)","-0.1892","0.04","0.8499"
"RPL36A|6173","-0.0177","0.9825(0.8176-1.1805)","-0.189","0.04","0.8501"
"CLRN3|119467","-0.0112","0.9888(0.8799-1.1113)","-0.1882","0.04","0.8507"
"SCGB2A2|4250","-0.0352","0.9654(0.6662-1.3988)","-0.1863","0.03","0.8522"
"EPHA10|284656","-0.0088","0.9912(0.903-1.088)","-0.186","0.03","0.8524"
"CBS|875","0.0109","1.011(0.9012-1.1342)","0.186","0.03","0.8524"
"MGC12982|84793","0.017","1.0171(0.8502-1.2168)","0.1859","0.03","0.8525"
"LOC285501|285501","0.0205","1.0207(0.8219-1.2676)","0.1855","0.03","0.8528"
"VCX3A|51481","0.0077","1.0078(0.9283-1.0941)","0.1847","0.03","0.8535"
"PCSK1N|27344","0.007","1.007(0.9348-1.0848)","0.1841","0.03","0.8539"
"KCNC2|3747","-0.0093","0.9907(0.8973-1.094)","-0.1838","0.03","0.8542"
"OTUB2|78990","0.0189","1.0191(0.8328-1.247)","0.1834","0.03","0.8545"
"ZNF643|65243","0.0222","1.0224(0.8063-1.2964)","0.1829","0.03","0.8549"
"SEPT14|346288","-0.0104","0.9897(0.8854-1.1063)","-0.1825","0.03","0.8552"
"C6orf168|84553","-0.0121","0.988(0.8674-1.1253)","-0.1821","0.03","0.8555"
